id,objective,theta0,theta1
80.0,0.5869706197793879,0.762950169671971,4.514554668553716,
81.0,0.586969650991717,0.7627720901090307,4.514817697937936,
82.0,0.5869688303789605,0.7626081938987763,4.515059778042734,
83.0,0.5869681352779418,0.7624573513916847,4.515282577397693,
84.0,0.5869675464917915,0.7623185229104742,4.5154876316404255,
85.0,0.5869670477597785,0.7621907515841635,4.515676354100911,
86.0,0.5869666253082282,0.7620731567528664,4.515850045542831,
87.0,0.586966267470137,0.7619649278978708,4.516009903129037,
88.0,0.5869659643629539,0.7618653190551656,4.5161570286729615,
89.0,0.5869657076156506,0.7617736436739058,4.516292436232834,
90.0,0.5869654901375402,0.7616892698843815,4.516417059101042,
91.0,0.5869653059224459,0.7616116161428769,4.516531756236823,
92.0,0.5869651498828301,0.7615401472233975,4.5166373181866115,
93.0,0.5869650177092858,0.7614743705286424,4.516734472532858,
94.0,0.5869649057515275,0.7614138326947926,4.516823888908868,
95.0,0.5869648109175744,0.7613581164667134,4.5169061836142275,
96.0,0.5869647305883596,0.7613068378220385,4.516981923862629,
97.0,0.5869646625454031,0.7612596433243072,4.517051631691376,
98.0,0.5869646049095355,0.7612162076869142,4.517115787559506,
99.0,0.5869645560890041,0.7611762315310817,4.517174833659342,

